,name,tp,num,stocks
31,大盘股,fg,200,"['000001', '000063', '000100', '000166', '000333', '000338', '000408', '000425', '000538', '000568', '000596', '000617', '000625', '000651', '000725', '000768', '000776', '000792', '000858', '000895', '000938', '000963', '000977', '001289', '001391', '001965', '001979', '002027', '002050', '002142', '002179', '002230', '002241', '002304', '002311', '002352', '002371', '002384', '002415', '002463', '002475', '002493', '002594', '002625', '002714', '002736', '002916', '002938', '003816', '300014', '300015', '300033', '300059', '300124', '300274', '300308', '300394', '300408', '300433', '300442', '300476', '300498', '300502', '300750', '300760', '300765', '300866', '300999', '302132', '600000', '600009', '600010', '600011', '600015', '600016', '600018', '600019', '600025', '600028', '600029', '600030', '600031', '600036', '600039', '600048', '600050', '600104', '600111', '600150', '600160', '600183', '600188', '600276', '600309', '600346', '600406', '600415', '600418', '600436', '600438', '600519', '600547', '600585', '600660', '600674', '600690', '600760', '600795', '600809', '600886', '600887', '600893', '600900', '600905', '600919', '600926', '600930', '600938', '600941', '600958', '600989', '600999', '601006', '601009', '601012', '601018', '601066', '601088', '601100', '601111', '601127', '601138', '601166', '601169', '601186', '601211', '601225', '601229', '601288', '601318', '601319', '601328', '601336', '601360', '601390', '601398', '601600', '601601', '601628', '601633', '601658', '601668', '601669', '601688', '601689', '601698', '601727', '601728', '601766', '601788', '601800', '601816', '601818', '601825', '601838', '601857', '601868', '601881', '601888', '601898', '601899', '601916', '601919', '601939', '601985', '601988', '601989', '601995', '601998', '603019', '603195', '603259', '603288', '603296', '603501', '603799', '603893', '603986', '603993', '605499', '688008', '688012', '688036', '688041', '688111', '688256', '688271', '688506', '688775', '688981']"
32,微盘股,fg,400,"['000007', '000573', '000586', '000593', '000605', '000632', '000633', '000635', '000637', '000663', '000692', '000695', '000702', '000757', '000790', '000809', '000890', '000952', '000955', '000985', '000995', '001202', '001209', '001210', '001211', '001218', '001219', '001225', '001226', '001228', '001231', '001234', '001259', '001260', '001278', '001326', '001336', '001366', '001373', '001387', '002072', '002084', '002114', '002133', '002136', '002144', '002159', '002188', '002193', '002205', '002207', '002247', '002295', '002319', '002360', '002397', '002486', '002494', '002495', '002513', '002524', '002566', '002591', '002633', '002634', '002652', '002671', '002679', '002682', '002687', '002696', '002702', '002715', '002718', '002719', '002729', '002732', '002743', '002748', '002753', '002760', '002778', '002780', '002795', '002798', '002799', '002800', '002802', '002806', '002809', '002817', '002828', '002830', '002836', '002853', '002856', '002858', '002873', '002883', '002887', '002890', '002909', '002910', '002921', '002963', '002968', '002998', '002999', '003003', '003008', '003011', '003023', '003027', '003030', '003042', '300013', '300030', '300051', '300069', '300103', '300106', '300126', '300141', '300163', '300169', '300220', '300246', '300270', '300305', '300334', '300371', '300385', '300387', '300405', '300417', '300437', '300464', '300478', '300500', '300517', '300518', '300519', '300535', '300556', '300585', '300594', '300597', '300605', '300610', '300614', '300621', '300626', '300635', '300640', '300645', '300649', '300658', '300665', '300668', '300670', '300675', '300707', '300710', '300717', '300721', '300736', '300749', '300823', '300837', '300838', '300845', '300849', '300851', '300854', '300883', '300886', '300906', '300912', '300923', '300929', '300931', '300935', '300948', '300949', '300955', '300958', '300966', '300970', '300971', '300992', '301001', '301006', '301010', '301027', '301037', '301040', '301042', '301043', '301049', '301053', '301057', '301065', '301072', '301081', '301097', '301098', '301105', '301113', '301118', '301126', '301130', '301131', '301139', '301156', '301163', '301167', '301192', '301197', '301198', '301203', '301218', '301231', '301272', '301273', '301295', '301298', '301300', '301313', '301314', '301336', '301353', '301355', '301359', '301372', '301390', '301429', '301469', '301512', '301515', '301519', '301577', '301588', '600051', '600082', '600097', '600099', '600128', '600137', '600149', '600159', '600202', '600234', '600235', '600241', '600257', '600287', '600302', '600303', '600356', '600359', '600371', '600408', '600444', '600448', '600455', '600493', '600539', '600543', '600561', '600671', '600689', '600697', '600706', '600719', '600768', '600778', '600791', '600802', '600847', '600883', '600969', '601996', '603017', '603022', '603023', '603028', '603029', '603041', '603042', '603045', '603073', '603102', '603139', '603161', '603172', '603177', '603182', '603183', '603188', '603208', '603214', '603272', '603282', '603307', '603316', '603329', '603331', '603335', '603356', '603378', '603385', '603488', '603506', '603536', '603578', '603616', '603637', '603679', '603685', '603696', '603700', '603709', '603717', '603729', '603755', '603778', '603779', '603797', '603810', '603819', '603860', '603879', '603880', '603903', '603908', '603909', '603937', '603959', '603968', '605003', '605069', '605122', '605151', '605155', '605177', '605178', '605180', '605287', '605303', '605567', '688004', '688021', '688038', '688045', '688051', '688056', '688058', '688060', '688067', '688078', '688081', '688092', '688096', '688113', '688156', '688163', '688178', '688193', '688217', '688251', '688272', '688296', '688309', '688328', '688329', '688335', '688350', '688355', '688367', '688395', '688420', '688426', '688450', '688455', '688466', '688485', '688517', '688528', '688565', '688607', '688616', '688638', '688659', '688670', '688671', '688679', '688681', '688695', '688701', '688718']"
33,微小盘股,fg,400,"['000014', '000056', '000153', '000159', '000407', '000419', '000428', '000510', '000529', '000545', '000548', '000554', '000590', '000610', '000619', '000626', '000639', '000679', '000698', '000705', '000707', '000715', '000782', '000798', '000802', '000803', '000812', '000826', '000838', '000856', '000911', '000953', '000978', '001205', '001215', '001216', '001229', '001230', '001255', '001256', '001266', '001268', '001296', '001299', '001300', '001324', '001331', '001333', '001335', '001358', '001360', '001368', '001378', '002012', '002021', '002054', '002066', '002069', '002098', '002105', '002172', '002186', '002198', '002209', '002227', '002234', '002248', '002259', '002278', '002323', '002329', '002330', '002333', '002337', '002347', '002348', '002357', '002363', '002374', '002377', '002381', '002394', '002412', '002420', '002442', '002443', '002451', '002476', '002490', '002492', '002535', '002548', '002561', '002571', '002574', '002576', '002578', '002598', '002622', '002629', '002638', '002659', '002660', '002661', '002663', '002667', '002674', '002691', '002692', '002694', '002700', '002712', '002723', '002725', '002731', '002763', '002767', '002769', '002772', '002775', '002787', '002788', '002790', '002796', '002805', '002811', '002813', '002820', '002825', '002842', '002849', '002857', '002861', '002862', '002863', '002864', '002871', '002875', '002877', '002879', '002888', '002893', '002899', '002903', '002905', '002931', '002942', '002949', '002952', '002969', '002972', '002976', '002982', '002995', '003016', '003017', '003018', '300025', '300050', '300062', '300074', '300076', '300081', '300086', '300112', '300132', '300150', '300155', '300162', '300164', '300176', '300187', '300190', '300195', '300234', '300235', '300239', '300240', '300242', '300243', '300250', '300254', '300264', '300269', '300281', '300283', '300295', '300317', '300321', '300329', '300335', '300410', '300412', '300422', '300423', '300427', '300449', '300452', '300460', '300461', '300483', '300491', '300501', '300508', '300509', '300513', '300514', '300534', '300536', '300538', '300549', '300550', '300554', '300557', '300560', '300564', '300565', '300575', '300583', '300599', '300606', '300612', '300615', '300616', '300625', '300636', '300637', '300642', '300647', '300650', '300651', '300667', '300686', '300692', '300694', '300701', '300713', '300730', '300743', '300745', '300771', '300778', '300780', '300784', '300786', '300800', '300804', '300807', '300812', '300813', '300816', '300826', '300828', '300864', '300865', '300876', '300877', '300878', '300889', '300890', '300892', '300898', '300907', '300915', '300928', '300930', '300936', '300937', '300947', '300956', '300961', '300977', '300980', '300987', '300988', '300989', '300998', '301002', '301003', '301008', '301019', '301020', '301023', '301024', '301032', '301041', '301045', '301046', '301055', '301056', '301059', '301063', '301067', '301075', '301079', '301083', '301088', '301106', '301107', '301108', '301111', '301115', '301122', '301125', '301133', '301135', '301136', '301148', '301152', '301157', '301158', '301159', '301166', '301169', '301170', '301178', '301182', '301185', '301212', '301222', '301223', '301226', '301227', '301228', '301229', '301232', '301233', '301234', '301235', '301237', '301257', '301258', '301265', '301276', '301278', '301279', '301283', '301287', '301290', '301309', '301321', '301329', '301331', '301337', '301360', '301365', '301378', '301386', '301388', '301395', '301418', '301446', '301448', '301468', '301502', '301503', '301505', '301518', '301520', '301539', '301555', '301557', '301567', '301578', '301585', '301587', '301636', '600076', '600080', '600119', '600148', '600152', '600156', '600215', '600232', '600249', '600250', '600272', '600281', '600293', '600319', '600322', '600333', '600337', '600354', '600419', '600423', '600439', '600463', '600467', '600470', '600476', '600527', '600533', '600538', '600540', '600573', '600594', '600613', '600615']"
34,微盘精选,fg,207,"['000153', '000593', '000633', '000812', '000953', '000995', '001202', '001210', '001211', '001216', '001219', '001226', '001230', '001231', '001234', '001256', '001260', '001266', '001268', '001299', '001300', '001333', '001335', '001368', '002098', '002209', '002248', '002295', '002363', '002412', '002420', '002442', '002451', '002476', '002494', '002495', '002548', '002633', '002671', '002692', '002725', '002729', '002787', '002800', '002802', '002806', '002811', '002825', '002836', '002857', '002861', '002862', '002871', '002879', '002888', '002899', '002931', '002942', '002969', '002972', '002982', '003008', '003018', '003023', '300069', '300150', '300164', '300176', '300187', '300220', '300254', '300281', '300321', '300334', '300387', '300412', '300417', '300508', '300509', '300517', '300557', '300636', '300658', '300707', '300743', '300771', '300804', '300845', '300864', '300877', '300886', '300906', '300907', '300915', '300930', '300947', '300956', '301003', '301020', '301023', '301043', '301045', '301053', '301059', '301065', '301106', '301125', '301131', '301158', '301170', '301192', '301222', '301233', '301290', '301300', '301309', '301336', '301359', '301360', '301429', '301448', '301503', '301557', '301585', '301636', '600080', '600099', '600128', '600149', '600234', '600249', '600444', '600455', '600476', '600561', '600573', '600615', '600671', '600689', '600714', '600721', '600833', '601616', '603023', '603029', '603036', '603045', '603048', '603079', '603080', '603150', '603176', '603177', '603201', '603214', '603221', '603238', '603269', '603272', '603311', '603320', '603329', '603332', '603558', '603577', '603617', '603656', '603681', '603726', '603729', '603755', '603779', '603790', '603817', '603829', '603909', '603926', '605055', '605155', '605180', '605258', '688013', '688026', '688056', '688067', '688080', '688109', '688129', '688163', '688237', '688251', '688272', '688307', '688314', '688355', '688367', '688419', '688448', '688485', '688517', '688565', '688597', '688607', '688616', '688657', '688681', '688689']"
35,高市盈率,fg,200,"['000410', '000420', '000576', '000601', '000628', '000757', '000766', '000812', '000831', '000868', '000882', '000886', '000901', '000925', '000998', '001201', '001212', '001238', '001259', '001278', '001317', '002012', '002148', '002175', '002177', '002208', '002210', '002232', '002246', '002277', '002347', '002389', '002403', '002408', '002424', '002427', '002488', '002530', '002646', '002715', '002820', '002857', '002861', '002862', '002883', '002900', '002903', '002909', '002923', '003040', '300026', '300047', '300070', '300101', '300111', '300120', '300177', '300215', '300220', '300269', '300276', '300277', '300281', '300348', '300380', '300399', '300411', '300414', '300444', '300450', '300465', '300491', '300522', '300579', '300582', '300586', '300587', '300621', '300657', '300678', '300689', '300719', '300739', '300755', '300757', '300779', '300805', '300865', '300872', '300890', '300891', '300995', '300998', '301005', '301025', '301079', '301117', '301269', '301316', '301356', '301368', '301391', '301515', '301517', '600006', '600010', '600084', '600095', '600100', '600118', '600155', '600158', '600162', '600173', '600178', '600198', '600212', '600217', '600259', '600316', '600331', '600516', '600518', '600589', '600610', '600616', '600619', '600640', '600651', '600654', '600678', '600698', '600773', '600798', '600815', '600816', '600860', '600880', '601388', '601777', '603023', '603051', '603077', '603086', '603103', '603131', '603189', '603200', '603256', '603528', '603595', '603685', '603767', '603779', '603922', '603988', '605008', '605151', '605228', '605399', '688010', '688017', '688091', '688108', '688151', '688152', '688171', '688244', '688255', '688256', '688282', '688293', '688306', '688322', '688347', '688363', '688368', '688393', '688433', '688502', '688549', '688585', '688590', '688629', '688658', '688728', '688733', '688776', '688787', '830964', '831641', '832876', '835508', '835579', '837344', '839493', '871642', '872808', '873570', '920489']"
36,低市盈率,fg,200,"['000001', '000048', '000338', '000404', '000411', '000498', '000521', '000543', '000544', '000598', '000651', '000685', '000726', '000885', '000897', '000902', '000921', '000928', '000933', '001227', '001872', '002001', '002035', '002061', '002091', '002124', '002128', '002142', '002158', '002217', '002244', '002247', '002251', '002395', '002432', '002478', '002532', '002572', '002608', '002648', '002668', '002701', '002705', '002714', '002788', '002807', '002839', '002936', '002948', '002958', '002966', '002984', '300360', '300441', '300498', '300641', '300724', '300761', '600000', '600008', '600011', '600015', '600016', '600018', '600020', '600023', '600027', '600035', '600036', '600039', '600064', '600096', '600153', '600188', '600210', '600216', '600219', '600248', '600269', '600273', '600362', '600368', '600461', '600483', '600502', '600511', '600531', '600546', '600566', '600582', '600583', '600642', '600668', '600694', '600704', '600713', '600720', '600729', '600741', '600757', '600795', '600820', '600827', '600853', '600861', '600866', '600873', '600874', '600888', '600894', '600901', '600908', '600919', '600926', '600928', '600938', '600968', '600970', '600985', '600987', '600998', '601001', '601009', '601058', '601077', '601107', '601113', '601117', '601128', '601156', '601163', '601166', '601169', '601186', '601187', '601225', '601229', '601288', '601298', '601318', '601319', '601328', '601336', '601390', '601398', '601518', '601528', '601577', '601598', '601600', '601601', '601618', '601628', '601658', '601665', '601666', '601668', '601669', '601677', '601688', '601717', '601800', '601818', '601825', '601827', '601838', '601857', '601860', '601872', '601898', '601916', '601918', '601919', '601939', '601963', '601975', '601988', '601991', '601997', '601998', '603049', '603055', '603071', '603279', '603323', '603355', '603357', '603363', '603368', '603393', '603408', '603558', '603565', '603600', '603619', '603801', '603889', '603995', '605090', '688516']"
37,高市净率,fg,200,"['000007', '000010', '000017', '000056', '000151', '000410', '000506', '000509', '000536', '000566', '000571', '000610', '000633', '000659', '000670', '000679', '000692', '000695', '000721', '000889', '000890', '000911', '000953', '000980', '000981', '000995', '002052', '002069', '002072', '002121', '002172', '002178', '002207', '002210', '002248', '002261', '002269', '002313', '002319', '002482', '002501', '002513', '002514', '002524', '002547', '002564', '002607', '002629', '002653', '002775', '002779', '002786', '002827', '002837', '002856', '002896', '002905', '002992', '300027', '300033', '300051', '300056', '300061', '300069', '300071', '300077', '300085', '300169', '300199', '300204', '300210', '300212', '300220', '300237', '300249', '300255', '300264', '300266', '300269', '300290', '300322', '300340', '300364', '300368', '300380', '300394', '300410', '300436', '300464', '300469', '300476', '300478', '300492', '300502', '300530', '300548', '300570', '300581', '300588', '300591', '300624', '300678', '300688', '300698', '300718', '300722', '300723', '300730', '300736', '300757', '300765', '300779', '300803', '300913', '300972', '301209', '301316', '301392', '301611', '430047', '430090', '600071', '600119', '600132', '600198', '600212', '600221', '600281', '600331', '600397', '600405', '600476', '600530', '600536', '600550', '600589', '600593', '600610', '600661', '600666', '600671', '600678', '600683', '600698', '600725', '600734', '600744', '600769', '600793', '600807', '600844', '600889', '600936', '601519', '601606', '603200', '603256', '603322', '603516', '603598', '603893', '603895', '603959', '603991', '605499', '688041', '688047', '688166', '688177', '688192', '688198', '688235', '688256', '688260', '688266', '688278', '688313', '688316', '688327', '688331', '688373', '688382', '688502', '688506', '688521', '688585', '688617', '688622', '688629', '688757', '688775', '832171', '832982', '833509', '837748', '839493', '872808', '873305', '920116', '920799']"
38,低市净率,fg,200,"['000001', '000002', '000028', '000050', '000055', '000059', '000069', '000090', '000401', '000402', '000415', '000498', '000501', '000552', '000553', '000560', '000589', '000591', '000623', '000685', '000690', '000709', '000718', '000726', '000778', '000789', '000797', '000825', '000877', '000882', '000898', '000900', '000910', '000926', '000932', '000950', '000959', '000965', '000990', '001227', '001872', '001979', '002029', '002061', '002081', '002091', '002092', '002110', '002135', '002142', '002146', '002208', '002233', '002314', '002344', '002375', '002382', '002394', '002432', '002478', '002538', '002585', '002589', '002608', '002743', '002807', '002839', '002932', '002936', '002948', '002958', '002966', '300070', '600000', '600015', '600016', '600017', '600019', '600020', '600028', '600033', '600035', '600048', '600051', '600064', '600067', '600076', '600094', '600098', '600104', '600123', '600153', '600155', '600157', '600170', '600177', '600180', '600208', '600248', '600266', '600269', '600284', '600308', '600325', '600335', '600339', '600373', '600376', '600383', '600390', '600409', '600491', '600496', '600502', '600508', '600510', '600512', '600528', '600567', '600585', '600606', '600623', '600637', '600638', '600639', '600643', '600649', '600655', '600657', '600682', '600694', '600697', '600704', '600708', '600716', '600717', '600736', '600739', '600740', '600748', '600755', '600782', '600820', '600859', '600908', '600928', '600959', '600969', '600971', '600985', '600997', '601005', '601006', '601009', '601077', '601117', '601128', '601155', '601163', '601166', '601169', '601186', '601187', '601222', '601229', '601233', '601238', '601328', '601333', '601339', '601390', '601398', '601512', '601528', '601577', '601588', '601618', '601658', '601665', '601666', '601668', '601669', '601678', '601778', '601800', '601818', '601825', '601828', '601860', '601916', '601939', '601963', '601988', '601992', '601997', '601998', '603113', '603323', '603385', '603797']"
39,保险重仓,fg,200,"['000001', '000012', '000035', '000061', '000069', '000400', '000402', '000513', '000543', '000559', '000630', '000651', '000656', '000680', '000683', '000685', '000783', '000785', '000786', '000802', '000830', '000885', '000895', '000902', '000921', '000932', '000933', '000935', '000937', '000951', '000959', '000975', '000977', '000983', '000999', '001323', '001965', '002025', '002045', '002048', '002052', '002060', '002061', '002085', '002091', '002128', '002202', '002236', '002273', '002372', '002384', '002409', '002426', '002465', '002472', '002508', '002517', '002539', '002638', '002648', '002701', '002831', '002832', '002867', '002916', '002984', '300037', '300054', '300168', '300316', '300364', '300395', '300413', '300416', '300567', '300624', '300666', '300699', '300770', '300772', '300888', '301093', '301293', '301326', '301370', '600000', '600004', '600009', '600012', '600015', '600016', '600020', '600023', '600027', '600035', '600036', '600096', '600123', '600131', '600132', '600141', '600188', '600269', '600273', '600285', '600295', '600312', '600331', '600340', '600350', '600363', '600368', '600376', '600383', '600388', '600418', '600452', '600475', '600483', '600487', '600489', '600497', '600498', '600508', '600511', '600546', '600563', '600575', '600577', '600578', '600598', '600600', '600620', '600694', '600751', '600754', '600755', '600761', '600845', '600848', '600863', '600879', '600886', '600894', '600900', '600905', '600908', '600933', '600941', '600971', '600985', '600997', '601000', '601009', '601019', '601101', '601126', '601128', '601156', '601166', '601168', '601169', '601199', '601225', '601600', '601607', '601615', '601619', '601628', '601658', '601666', '601669', '601689', '601816', '601825', '601872', '601898', '601916', '601928', '601939', '601975', '601985', '601997', '601998', '603005', '603108', '603308', '603379', '603596', '603606', '603650', '603678', '603712', '603713', '603833', '603882', '603979', '603993', '688300', '688788']"
40,保险新进,fg,6,"['002657', '002827', '300871', '600416', '603588', '605098']"
41,QFII重仓,fg,200,"['000004', '000404', '000423', '000513', '000533', '000538', '000710', '000725', '000737', '000786', '000816', '000837', '000848', '000860', '000880', '000882', '000923', '000999', '001212', '001236', '001872', '002008', '002028', '002050', '002115', '002126', '002142', '002152', '002158', '002164', '002167', '002195', '002196', '002204', '002248', '002269', '002270', '002271', '002272', '002276', '002290', '002311', '002334', '002369', '002372', '002379', '002380', '002406', '002423', '002443', '002444', '002472', '002511', '002516', '002570', '002578', '002580', '002584', '002630', '002648', '002730', '002903', '002921', '002930', '300007', '300008', '300012', '300033', '300065', '300078', '300100', '300136', '300152', '300153', '300164', '300196', '300221', '300244', '300245', '300260', '300274', '300285', '300344', '300375', '300380', '300402', '300403', '300421', '300466', '300488', '300530', '300537', '300545', '300549', '300562', '300572', '300573', '300611', '300645', '300676', '300697', '300718', '300751', '300766', '300824', '300866', '300870', '300871', '300893', '300895', '300898', '300918', '300922', '300957', '300961', '301000', '301025', '301032', '301039', '301079', '301139', '301220', '301236', '301261', '301270', '301320', '301368', '301396', '301608', '301629', '600062', '600176', '600183', '600255', '600298', '600315', '600318', '600380', '600530', '600582', '600592', '600867', '600885', '600903', '600928', '600989', '600993', '601009', '601012', '601100', '601169', '601177', '601179', '601222', '601229', '601515', '601579', '601899', '601918', '603011', '603072', '603166', '603179', '603211', '603275', '603286', '603305', '603308', '603319', '603393', '603477', '603501', '603530', '603565', '603579', '603716', '603730', '603767', '603868', '603899', '603979', '603995', '605009', '605086', '605183', '605208', '605300', '605305', '605488', '605589', '688143', '688158', '688188', '688258', '688268', '688316', '688472', '688549', '688793', '689009']"
42,QFII新进,fg,28,"['000545', '000812', '002136', '002296', '002560', '002577', '002688', '002787', '002873', '002882', '002891', '300409', '300590', '300637', '300647', '300690', '301037', '301235', '301277', '301372', '600178', '600257', '600961', '603163', '603271', '603320', '688585', '688668']"
43,信托重仓,fg,27,"['000504', '000656', '000686', '000700', '000711', '000728', '000796', '000981', '002210', '002427', '002673', '002736', '002926', '002936', '300081', '600106', '600130', '600322', '600736', '600777', '600803', '600816', '600908', '600919', '600928', '601456', '601555']"
44,北上重仓,fg,200,"['000001', '000063', '000100', '000157', '000166', '000333', '000338', '000400', '000423', '000425', '000538', '000568', '000625', '000651', '000725', '000786', '000807', '000858', '000963', '000999', '001979', '002001', '002027', '002028', '002032', '002050', '002138', '002142', '002230', '002241', '002270', '002271', '002304', '002311', '002352', '002353', '002371', '002384', '002415', '002422', '002460', '002463', '002466', '002472', '002475', '002508', '002594', '002648', '002714', '002938', '003816', '300012', '300014', '300015', '300059', '300124', '300274', '300308', '300316', '300408', '300433', '300487', '300498', '300502', '300750', '300760', '300866', '600000', '600009', '600015', '600016', '600019', '600023', '600025', '600028', '600029', '600030', '600031', '600036', '600048', '600050', '600066', '600089', '600096', '600104', '600111', '600132', '600150', '600160', '600176', '600183', '600219', '600233', '600276', '600309', '600312', '600346', '600362', '600406', '600426', '600436', '600438', '600489', '600519', '600522', '600547', '600570', '600584', '600585', '600660', '600674', '600690', '600741', '600795', '600803', '600809', '600845', '600885', '600886', '600887', '600893', '600900', '600905', '600919', '600926', '600941', '600958', '600988', '600989', '600999', '601006', '601009', '601012', '601077', '601088', '601100', '601127', '601138', '601166', '601168', '601169', '601211', '601225', '601229', '601231', '601288', '601318', '601319', '601328', '601390', '601398', '601567', '601600', '601601', '601628', '601633', '601658', '601668', '601669', '601688', '601689', '601728', '601766', '601799', '601816', '601818', '601838', '601857', '601868', '601872', '601888', '601899', '601901', '601919', '601939', '601985', '601988', '601998', '603259', '603288', '603338', '603345', '603369', '603501', '603596', '603605', '603606', '603939', '603986', '603993', '605499', '688008', '688012', '688036', '688041', '688111', '688169', '688188', '688256', '688981']"
45,券商重仓,fg,200,"['000056', '000059', '000088', '000401', '000408', '000426', '000429', '000498', '000516', '000547', '000551', '000563', '000581', '000612', '000623', '000663', '000670', '000686', '000703', '000789', '000796', '000797', '000821', '000828', '000937', '000958', '002032', '002054', '002101', '002121', '002124', '002145', '002198', '002203', '002219', '002252', '002276', '002291', '002303', '002309', '002327', '002329', '002379', '002408', '002437', '002442', '002452', '002469', '002501', '002539', '002543', '002549', '002556', '002563', '002581', '002606', '002630', '002635', '002648', '002701', '002713', '002714', '002738', '002739', '002769', '002774', '002857', '002859', '002895', '002911', '002913', '002930', '002943', '002948', '002959', '002960', '300008', '300065', '300079', '300083', '300101', '300128', '300179', '300332', '300351', '300353', '300415', '300428', '300475', '300497', '300580', '300618', '300625', '300722', '300757', '300765', '300766', '300767', '300779', '300932', '300969', '301079', '301188', '301285', '301305', '301323', '301367', '301468', '301525', '301566', '600028', '600059', '600096', '600098', '600110', '600132', '600331', '600338', '600348', '600350', '600373', '600377', '600378', '600395', '600416', '600452', '600461', '600503', '600507', '600529', '600531', '600580', '600582', '600596', '600603', '600642', '600657', '600692', '600698', '600722', '600728', '600730', '600732', '600737', '600741', '600750', '600755', '600773', '600782', '600812', '600835', '600863', '600888', '600916', '600919', '600927', '600989', '601016', '601066', '601098', '601107', '601108', '601163', '601555', '601598', '601666', '601677', '601958', '603008', '603167', '603260', '603358', '603396', '603398', '603535', '603615', '603799', '603811', '603822', '603867', '603936', '688001', '688018', '688032', '688057', '688077', '688138', '688150', '688166', '688209', '688218', '688275', '688347', '688398', '688401', '688501', '688531', '688629', '688631', '688657']"
46,社保重仓,fg,200,"['000408', '000513', '000528', '000543', '000629', '000680', '000682', '000729', '000739', '000778', '000807', '000830', '000902', '000921', '000933', '000963', '000975', '000988', '000997', '001914', '001979', '002001', '002003', '002011', '002027', '002028', '002043', '002064', '002078', '002126', '002128', '002179', '002180', '002223', '002271', '002281', '002294', '002299', '002311', '002315', '002318', '002353', '002410', '002430', '002444', '002459', '002463', '002487', '002517', '002532', '002557', '002568', '002572', '002595', '002601', '002643', '002736', '002756', '002831', '002832', '002833', '002837', '002847', '002865', '002884', '002938', '002984', '300014', '300124', '300136', '300207', '300347', '300357', '300395', '300408', '300413', '300433', '300470', '300487', '300568', '300627', '300628', '300662', '300685', '300832', '300866', '300979', '301078', '600007', '600019', '600031', '600048', '600057', '600060', '600066', '600085', '600153', '600160', '600161', '600176', '600219', '600233', '600256', '600266', '600282', '600285', '600309', '600323', '600325', '600378', '600383', '600415', '600422', '600426', '600438', '600452', '600456', '600486', '600489', '600511', '600529', '600547', '600566', '600612', '600741', '600750', '600761', '600801', '600803', '600820', '600873', '600885', '600886', '600938', '600968', '600970', '600988', '600989', '601000', '601021', '601058', '601100', '601111', '601128', '601168', '601233', '601288', '601319', '601398', '601600', '601628', '601633', '601668', '601677', '601689', '601699', '601799', '601816', '601838', '601865', '601877', '601888', '601901', '601918', '601966', '603056', '603129', '603160', '603181', '603195', '603298', '603337', '603345', '603379', '603393', '603444', '603477', '603556', '603605', '603619', '603833', '603885', '603927', '603979', '603997', '605183', '688019', '688029', '688036', '688047', '688052', '688087', '688122', '688190', '688266', '688349', '688563', '688568', '688608', '688677']"
47,社保新进,fg,16,"['000885', '002233', '002262', '002648', '300416', '300824', '300850', '301037', '301052', '301368', '600020', '600416', '603166', '603309', '603508', '688267']"
48,基金重仓,fg,200,"['000001', '000002', '000063', '000100', '000333', '000338', '000423', '000425', '000538', '000568', '000596', '000625', '000651', '000661', '000725', '000733', '000768', '000776', '000807', '000858', '000933', '000938', '000963', '000975', '000977', '001979', '002025', '002027', '002028', '002049', '002050', '002078', '002142', '002179', '002180', '002230', '002241', '002304', '002311', '002352', '002371', '002384', '002415', '002422', '002459', '002460', '002463', '002475', '002517', '002594', '002595', '002648', '002653', '002714', '002821', '002850', '002916', '002938', '300014', '300015', '300033', '300059', '300122', '300124', '300207', '300274', '300308', '300339', '300347', '300394', '300395', '300408', '300433', '300442', '300454', '300476', '300498', '300502', '300661', '300750', '300759', '300760', '300765', '300832', '301269', '600019', '600028', '600030', '600031', '600036', '600048', '600050', '600060', '600066', '600079', '600111', '600150', '600160', '600196', '600276', '600309', '600406', '600415', '600418', '600426', '600438', '600489', '600519', '600522', '600547', '600584', '600585', '600600', '600660', '600690', '600760', '600809', '600887', '600893', '600900', '600919', '600941', '600988', '600999', '601006', '601012', '601058', '601088', '601100', '601127', '601166', '601211', '601225', '601229', '601288', '601318', '601398', '601567', '601600', '601601', '601628', '601633', '601658', '601668', '601688', '601689', '601728', '601838', '601857', '601888', '601899', '601919', '601985', '601988', '603019', '603129', '603259', '603369', '603501', '603596', '603799', '603885', '603893', '603986', '603993', '605117', '605499', '688002', '688008', '688012', '688036', '688037', '688041', '688050', '688052', '688072', '688099', '688111', '688114', '688120', '688122', '688126', '688169', '688213', '688223', '688235', '688256', '688266', '688271', '688279', '688361', '688396', '688506', '688521', '688525', '688608', '688617', '688777', '688981', '689009']"
49,基金增仓,fg,100,"['000570', '000868', '000880', '001223', '001266', '001306', '002031', '002103', '002170', '002520', '002580', '002609', '002718', '002733', '002757', '002765', '002779', '002896', '002923', '002929', '002979', '300007', '300100', '300378', '300382', '300494', '300546', '300547', '300667', '300680', '300693', '300738', '300752', '300787', '300809', '300810', '300918', '300953', '300980', '301000', '301012', '301013', '301052', '301120', '301160', '301177', '301196', '301200', '301202', '301225', '301251', '301255', '301261', '301302', '301307', '301331', '301336', '301366', '301368', '301392', '301396', '301398', '301413', '301421', '301508', '301548', '301550', '301586', '301596', '600184', '600576', '600589', '600590', '600592', '600595', '603004', '603005', '603067', '603270', '603286', '603583', '603602', '603660', '603721', '603918', '603950', '605088', '688123', '688160', '688227', '688288', '688426', '688433', '688552', '688591', '688678', '688693', '688722', '688788', '836395']"
