,name,tp,num,stocks
30,创业蓝筹,zs,50,"['300003', '300009', '300012', '300015', '300033', '300036', '300079', '300088', '300113', '300122', '300124', '300137', '300142', '300144', '300146', '300188', '300226', '300244', '300251', '300271', '300284', '300285', '300296', '300298', '300315', '300327', '300349', '300357', '300369', '300408', '300418', '300450', '300454', '300458', '300470', '300482', '300496', '300498', '300529', '300572', '300601', '300616', '300659', '300685', '300699', '300741', '300747', '300750', '300760', '300832']"
31,创成长,zs,50,"['300014', '300015', '300017', '300033', '300035', '300047', '300054', '300059', '300065', '300077', '300100', '300115', '300124', '300199', '300251', '300255', '300274', '300339', '300346', '300373', '300395', '300432', '300433', '300454', '300458', '300476', '300548', '300558', '300570', '300627', '300666', '300674', '300748', '300750', '300759', '300765', '300777', '300779', '300803', '300857', '300866', '300888', '300910', '300953', '300972', '300999', '301078', '301236', '301269', '302132']"
32,创质量,zs,100,"['300002', '300009', '300012', '300014', '300033', '300034', '300035', '300037', '300048', '300054', '300065', '300083', '300124', '300129', '300144', '300199', '300218', '300223', '300251', '300260', '300274', '300308', '300327', '300346', '300347', '300354', '300357', '300373', '300394', '300415', '300416', '300432', '300442', '300443', '300475', '300476', '300483', '300484', '300487', '300496', '300502', '300548', '300558', '300567', '300570', '300573', '300595', '300604', '300627', '300628', '300638', '300641', '300661', '300662', '300666', '300673', '300674', '300679', '300680', '300693', '300699', '300705', '300724', '300751', '300752', '300763', '300770', '300783', '300803', '300811', '300812', '300818', '300820', '300824', '300827', '300832', '300842', '300857', '300866', '300871', '300879', '300881', '300896', '300910', '300919', '300926', '300940', '300972', '300990', '301004', '301029', '301031', '301061', '301162', '301187', '301291', '301312', '301327', '301363', '301396']"
33,创科技,zs,50,"['300014', '300033', '300045', '300113', '300115', '300142', '300166', '300207', '300253', '300274', '300308', '300316', '300346', '300363', '300377', '300394', '300408', '300418', '300454', '300456', '300458', '300482', '300496', '300525', '300533', '300568', '300601', '300624', '300627', '300628', '300633', '300634', '300638', '300661', '300672', '300674', '300693', '300724', '300750', '300751', '300760', '300776', '300782', '300832', '300866', '301096', '301165', '301236', '301269', '301589']"
34,创医药,zs,50,"['300003', '300009', '300015', '300026', '300039', '300049', '300122', '300142', '300181', '300199', '300244', '300255', '300267', '300294', '300298', '300341', '300347', '300357', '300363', '300401', '300406', '300463', '300482', '300529', '300558', '300573', '300595', '300601', '300633', '300676', '300677', '300685', '300705', '300723', '300725', '300759', '300760', '300832', '300841', '300896', '301015', '301080', '301207', '301239', '301263', '301267', '301293', '301301', '301363', '301367']"
35,300周期,zs,102,"['000001', '000002', '000166', '000617', '000630', '000708', '000776', '000786', '000807', '000975', '000983', '001391', '001965', '001979', '002142', '002460', '002466', '002736', '300033', '300059', '600000', '600009', '600010', '600015', '600016', '600018', '600019', '600026', '600028', '600029', '600030', '600036', '600048', '600061', '600111', '600115', '600176', '600188', '600219', '600362', '600377', '600489', '600515', '600547', '600585', '600660', '600918', '600919', '600926', '600938', '600958', '600999', '601006', '601009', '601021', '601059', '601066', '601077', '601088', '601111', '601136', '601166', '601169', '601211', '601225', '601229', '601236', '601288', '601318', '601319', '601328', '601336', '601377', '601398', '601600', '601601', '601628', '601658', '601688', '601699', '601788', '601808', '601816', '601818', '601825', '601838', '601857', '601865', '601872', '601878', '601881', '601898', '601899', '601901', '601916', '601919', '601939', '601988', '601995', '601998', '603799', '603993']"
36,300非周,zs,198,"['000063', '000100', '000157', '000301', '000333', '000338', '000408', '000425', '000538', '000568', '000596', '000625', '000651', '000661', '000725', '000768', '000792', '000800', '000858', '000876', '000895', '000938', '000963', '000977', '000999', '001289', '002001', '002027', '002028', '002049', '002050', '002074', '002129', '002179', '002180', '002230', '002236', '002241', '002252', '002304', '002311', '002352', '002371', '002415', '002422', '002459', '002463', '002475', '002493', '002594', '002600', '002601', '002648', '002709', '002714', '002916', '002920', '002938', '003816', '300014', '300015', '300122', '300124', '300274', '300308', '300316', '300347', '300394', '300408', '300413', '300418', '300433', '300442', '300498', '300502', '300628', '300661', '300750', '300759', '300760', '300782', '300832', '300896', '300979', '300999', '301236', '301269', '302132', '600011', '600023', '600025', '600027', '600031', '600039', '600050', '600066', '600085', '600089', '600104', '600150', '600160', '600161', '600183', '600196', '600233', '600276', '600309', '600332', '600346', '600372', '600406', '600415', '600426', '600436', '600438', '600460', '600482', '600519', '600570', '600584', '600588', '600600', '600674', '600690', '600741', '600760', '600795', '600803', '600809', '600845', '600875', '600886', '600887', '600893', '600900', '600905', '600941', '600989', '601012', '601058', '601100', '601117', '601127', '601138', '601186', '601238', '601360', '601390', '601607', '601618', '601633', '601668', '601669', '601689', '601698', '601728', '601766', '601799', '601800', '601868', '601877', '601888', '601985', '601989', '603019', '603195', '603259', '603260', '603288', '603296', '603369', '603392', '603501', '603806', '603833', '603986', '605117', '605499', '688008', '688009', '688012', '688036', '688041', '688047', '688082', '688111', '688126', '688169', '688187', '688223', '688256', '688271', '688303', '688396', '688472', '688506', '688599', '688981']"
37,300ESG,zs,235,"['000001', '000002', '000063', '000066', '000069', '000100', '000166', '000333', '000338', '000538', '000568', '000596', '000625', '000651', '000656', '000661', '000703', '000708', '000725', '000728', '000768', '000776', '000783', '000786', '000800', '000858', '000876', '000895', '000938', '000963', '000977', '001979', '002001', '002007', '002024', '002027', '002044', '002050', '002120', '002129', '002142', '002153', '002157', '002179', '002202', '002230', '002236', '002241', '002271', '002304', '002311', '002352', '002371', '002384', '002410', '002414', '002415', '002460', '002463', '002475', '002493', '002508', '002555', '002558', '002594', '002600', '002602', '002607', '002624', '002714', '002736', '002773', '002812', '002841', '002916', '002938', '003816', '300014', '300015', '300059', '300122', '300124', '300136', '300142', '300274', '300347', '300408', '300413', '300433', '300450', '300498', '300529', '300558', '300601', '300628', '300676', '300677', '600000', '600009', '600011', '600015', '600016', '600018', '600019', '600025', '600029', '600030', '600036', '600048', '600050', '600079', '600085', '600104', '600109', '600111', '600115', '600161', '600176', '600183', '600196', '600233', '600276', '600299', '600309', '600332', '600346', '600352', '600362', '600406', '600436', '600438', '600482', '600489', '600519', '600521', '600522', '600547', '600570', '600585', '600588', '600600', '600606', '600655', '600660', '600690', '600705', '600741', '600760', '600809', '600837', '600845', '600848', '600887', '600893', '600900', '600919', '600926', '600958', '600989', '600999', '601006', '601009', '601012', '601066', '601077', '601088', '601100', '601108', '601111', '601138', '601155', '601166', '601186', '601211', '601225', '601229', '601231', '601238', '601288', '601318', '601319', '601328', '601336', '601377', '601390', '601398', '601601', '601607', '601618', '601628', '601633', '601658', '601668', '601688', '601727', '601766', '601788', '601799', '601800', '601808', '601818', '601838', '601857', '601877', '601881', '601888', '601899', '601916', '601919', '601933', '601939', '601985', '601988', '601989', '601990', '601995', '601998', '603019', '603233', '603259', '603288', '603338', '603392', '603501', '603659', '603799', '603833', '603882', '603899', '603939', '603993', '688009', '688036', '688111', '688396']"
38,大盘成长,zs,66,"['000100', '000301', '000568', '000596', '000625', '000725', '000792', '000858', '002049', '002050', '002179', '002371', '002460', '002466', '002475', '002594', '300014', '300015', '300059', '300122', '300124', '300274', '300308', '300750', '300760', '300896', '600010', '600023', '600089', '600111', '600150', '600188', '600309', '600436', '600438', '600519', '600547', '600660', '600760', '600795', '600809', '600905', '600938', '601012', '601225', '601600', '601689', '601816', '601857', '601898', '601899', '601919', '603195', '603259', '603260', '603392', '603993', '605499', '688012', '688036', '688041', '688111', '688223', '688271', '688303', '688981']"
39,大盘价值,zs,66,"['000001', '000333', '000338', '000651', '000708', '000895', '001979', '002027', '002142', '002466', '600000', '600015', '600016', '600018', '600019', '600028', '600036', '600048', '600050', '600104', '600188', '600346', '600438', '600585', '600741', '600795', '600886', '600887', '600919', '600926', '600938', '600941', '601006', '601009', '601088', '601166', '601169', '601186', '601211', '601225', '601229', '601288', '601318', '601319', '601328', '601336', '601390', '601398', '601601', '601618', '601658', '601668', '601688', '601728', '601766', '601800', '601818', '601825', '601857', '601872', '601898', '601919', '601939', '601988', '601998', '688036']"
40,中盘成长,zs,100,"['000009', '000408', '000423', '000733', '000786', '000807', '000831', '000921', '000933', '000983', '000987', '001286', '002064', '002074', '002129', '002223', '002236', '002252', '002340', '002353', '002409', '002459', '002601', '002608', '002625', '002648', '002709', '002738', '002821', '002920', '300037', '300146', '300223', '300316', '300394', '300442', '300450', '300496', '300628', '300661', '300751', '300763', '300832', '300866', '300919', '301301', '600039', '600096', '600132', '600157', '600160', '600256', '600415', '600426', '600460', '600546', '600549', '600584', '600754', '600803', '600873', '601058', '601168', '601233', '601699', '601808', '601865', '601958', '603198', '603338', '603369', '603486', '603568', '603596', '603605', '603606', '603659', '603799', '603806', '603816', '603899', '603939', '603979', '605117', '688072', '688082', '688099', '688120', '688122', '688126', '688188', '688249', '688297', '688349', '688363', '688472', '688599', '688617', '688777', '689009']"
41,中盘价值,zs,100,"['000027', '000157', '000408', '000630', '000661', '000728', '000783', '000786', '000807', '000877', '000883', '000921', '000932', '000933', '000959', '000983', '000987', '001286', '001872', '002032', '002064', '002078', '002128', '002202', '002236', '002271', '002372', '002422', '002459', '002532', '002555', '002601', '002966', '300146', '600026', '600027', '600039', '600060', '600061', '600066', '600096', '600153', '600157', '600176', '600177', '600219', '600256', '600282', '600332', '600348', '600350', '600352', '600362', '600377', '600398', '600426', '600483', '600546', '600566', '600642', '600655', '600663', '600803', '600873', '600875', '600925', '600968', '600970', '600985', '600998', '601000', '601077', '601117', '601155', '601156', '601168', '601216', '601231', '601298', '601555', '601577', '601598', '601607', '601666', '601699', '601808', '601838', '601877', '601916', '601928', '601958', '601991', '603156', '603589', '603799', '603816', '603833', '688009', '688187', '688599']"
42,小盘成长,zs,166,"['000032', '000034', '000403', '000426', '000683', '000762', '000830', '000878', '000893', '000937', '000966', '000970', '000997', '001203', '001308', '001389', '001914', '002056', '002131', '002155', '002176', '002240', '002244', '002249', '002266', '002312', '002318', '002320', '002402', '002407', '002429', '002432', '002472', '002484', '002497', '002506', '002517', '002518', '002541', '002572', '002597', '002690', '002747', '002756', '002773', '002831', '002837', '002850', '002865', '002867', '002906', '002978', '003031', '300002', '300009', '300073', '300118', '300298', '300346', '300373', '300390', '300395', '300438', '300457', '300482', '300487', '300568', '300573', '300601', '300604', '300623', '300633', '300666', '300672', '300724', '300748', '300775', '300776', '300777', '300803', '301015', '301029', '301035', '301165', '301358', '301498', '301589', '600032', '600098', '600116', '600141', '600295', '600312', '600361', '600392', '600395', '600456', '600499', '600500', '600563', '600583', '600596', '600623', '600675', '600702', '600707', '600732', '600737', '600740', '600779', '600872', '600933', '600977', '601375', '601702', '601717', '601918', '601969', '603025', '603027', '603056', '603077', '603129', '603179', '603185', '603225', '603236', '603290', '603305', '603444', '603456', '603529', '603565', '603613', '603868', '603871', '605090', '605111', '605358', '688005', '688006', '688017', '688032', '688037', '688050', '688052', '688063', '688139', '688153', '688172', '688200', '688213', '688248', '688278', '688281', '688295', '688301', '688361', '688385', '688390', '688516', '688568', '688578', '688676', '688778', '835185']"
43,小盘价值,zs,166,"['000012', '000039', '000060', '000156', '000429', '000513', '000528', '000537', '000539', '000543', '000559', '000563', '000582', '000591', '000598', '000623', '000627', '000683', '000709', '000778', '000785', '000830', '000869', '000875', '000878', '000887', '000902', '000935', '000937', '000951', '000958', '000960', '000967', '001227', '001914', '002010', '002015', '002056', '002060', '002080', '002091', '002120', '002131', '002216', '002244', '002249', '002318', '002423', '002429', '002500', '002508', '002541', '002563', '002572', '002597', '002624', '002683', '002701', '002705', '002745', '002756', '002773', '002831', '002867', '002936', '002958', '002978', '300070', '300073', '300390', '300724', '300741', '300773', '600007', '600008', '600021', '600056', '600057', '600062', '600098', '600120', '600141', '600143', '600155', '600170', '600208', '600258', '600273', '600295', '600323', '600325', '600329', '600339', '600373', '600380', '600383', '600390', '600395', '600409', '600499', '600511', '600528', '600535', '600578', '600582', '600583', '600597', '600612', '600623', '600637', '600704', '600717', '600720', '600737', '600739', '600740', '600755', '600761', '600782', '600801', '600820', '600827', '600859', '600867', '600901', '600916', '600928', '600956', '600967', '601016', '601019', '601098', '601128', '601139', '601158', '601187', '601222', '601228', '601333', '601611', '601636', '601665', '601677', '601717', '601718', '601866', '601869', '601880', '601918', '601921', '601952', '601992', '601997', '603077', '603218', '603225', '603298', '603456', '603529', '603565', '603868', '603871', '603883', '605090', '688425', '835185']"
44,央企100,zs,100,"['000166', '000423', '000617', '000625', '000708', '000768', '000786', '000800', '000807', '000999', '001289', '001872', '001965', '001979', '002128', '002179', '002415', '002916', '003816', '301269', '302132', '600011', '600019', '600025', '600026', '600027', '600028', '600029', '600030', '600036', '600048', '600050', '600061', '600115', '600150', '600161', '600176', '600236', '600372', '600406', '600482', '600489', '600760', '600795', '600845', '600875', '600886', '600893', '600900', '600905', '600938', '600941', '600968', '600999', '601006', '601059', '601061', '601088', '601111', '601117', '601179', '601186', '601288', '601319', '601328', '601336', '601390', '601398', '601600', '601618', '601628', '601658', '601668', '601669', '601698', '601728', '601766', '601788', '601800', '601808', '601816', '601818', '601857', '601868', '601872', '601881', '601888', '601898', '601919', '601939', '601985', '601988', '601989', '601995', '601998', '688009', '688072', '688187', '688396', '688981']"
45,上证580,zs,400,"['600006', '600017', '600020', '600022', '600033', '600035', '600037', '600053', '600054', '600055', '600056', '600058', '600059', '600063', '600071', '600073', '600081', '600088', '600094', '600101', '600103', '600105', '600106', '600108', '600114', '600125', '600133', '600138', '600151', '600155', '600158', '600162', '600163', '600167', '600169', '600179', '600180', '600184', '600186', '600195', '600197', '600198', '600199', '600201', '600206', '600207', '600212', '600217', '600226', '600229', '600251', '600252', '600255', '600259', '600266', '600267', '600268', '600269', '600278', '600279', '600283', '600292', '600300', '600301', '600305', '600307', '600308', '600310', '600313', '600315', '600320', '600326', '600330', '600331', '600335', '600343', '600345', '600353', '600366', '600368', '600388', '600391', '600400', '600403', '600410', '600416', '600420', '600425', '600429', '600433', '600449', '600456', '600458', '600461', '600468', '600475', '600477', '600478', '600480', '600490', '600491', '600496', '600501', '600508', '600509', '600510', '600523', '600548', '600550', '600551', '600552', '600556', '600557', '600569', '600571', '600572', '600575', '600576', '600581', '600587', '600595', '600596', '600597', '600601', '600602', '600604', '600605', '600609', '600611', '600617', '600618', '600621', '600623', '600629', '600635', '600640', '600643', '600645', '600649', '600650', '600651', '600657', '600664', '600682', '600694', '600708', '600710', '600713', '600717', '600718', '600724', '600728', '600736', '600739', '600742', '600744', '600746', '600748', '600751', '600757', '600759', '600770', '600771', '600775', '600780', '600783', '600787', '600789', '600790', '600797', '600810', '600812', '600814', '600817', '600821', '600825', '600826', '600827', '600828', '600835', '600841', '600846', '600855', '600859', '600861', '600864', '600869', '600874', '600877', '600880', '600881', '600882', '600894', '600897', '600903', '600908', '600928', '600929', '600935', '600939', '600959', '600961', '600963', '600966', '600967', '600971', '600973', '600975', '600976', '600979', '600981', '600983', '600986', '600990', '600996', '600997', '601003', '601005', '601008', '601020', '601038', '601065', '601068', '601069', '601083', '601089', '601096', '601101', '601107', '601116', '601121', '601133', '601163', '601199', '601200', '601208', '601226', '601279', '601326', '601339', '601369', '601375', '601388', '601500', '601515', '601518', '601519', '601579', '601606', '601609', '601619', '601678', '601700', '601718', '601778', '601789', '601801', '601827', '601860', '601886', '601890', '601900', '601929', '601949', '601963', '601969', '601975', '603002', '603004', '603009', '603010', '603013', '603026', '603031', '603033', '603035', '603039', '603050', '603053', '603055', '603057', '603060', '603069', '603070', '603072', '603078', '603082', '603093', '603098', '603100', '603103', '603107', '603111', '603112', '603113', '603118', '603119', '603123', '603125', '603131', '603132', '603135', '603153', '603162', '603166', '603169', '603170', '603171', '603178', '603181', '603193', '603194', '603203', '603205', '603206', '603212', '603219', '603220', '603223', '603227', '603256', '603258', '603270', '603275', '603277', '603291', '603297', '603299', '603301', '603306', '603308', '603310', '603312', '603319', '603322', '603323', '603325', '603328', '603337', '603357', '603358', '603360', '603366', '603367', '603368', '603381', '603395', '603408', '603416', '603439', '603466', '603477', '603489', '603499', '603508', '603511', '603516', '603530', '603533', '603566', '603567', '603587', '603609', '603611', '603629', '603636', '603638', '603661', '603662', '603663', '603667', '603668', '603693', '603698', '603711', '603718', '603719', '603738', '603800', '603801', '603809', '603848', '603855', '603859', '603877', '603881', '603889', '603890', '603918', '603929', '603931', '603936', '603950', '603960', '603969', '603977', '603983', '603985', '603992', '603995']"
46,上证380,zs,380,"['600007', '600008', '600012', '600021', '600032', '600038', '600057', '600060', '600061', '600064', '600079', '600095', '600096', '600109', '600116', '600118', '600120', '600123', '600129', '600131', '600132', '600141', '600153', '600157', '600161', '600170', '600171', '600177', '600208', '600210', '600211', '600216', '600219', '600223', '600248', '600256', '600258', '600273', '600282', '600284', '600285', '600295', '600298', '600299', '600316', '600323', '600325', '600328', '600329', '600332', '600338', '600348', '600352', '600363', '600373', '600378', '600380', '600389', '600392', '600395', '600398', '600399', '600409', '600422', '600428', '600435', '600446', '600452', '600459', '600460', '600483', '600486', '600487', '600498', '600499', '600502', '600507', '600521', '600529', '600531', '600536', '600546', '600549', '600559', '600562', '600563', '600566', '600577', '600580', '600582', '600583', '600586', '600598', '600612', '600633', '600639', '600641', '600642', '600648', '600655', '600662', '600663', '600667', '600673', '600675', '600699', '600704', '600720', '600729', '600737', '600740', '600750', '600755', '600761', '600763', '600765', '600773', '600776', '600782', '600801', '600820', '600839', '600848', '600850', '600862', '600863', '600866', '600873', '600879', '600885', '600888', '600895', '600901', '600909', '600916', '600918', '600925', '600933', '600956', '600968', '600970', '600985', '600987', '600988', '600993', '600995', '600998', '601000', '601001', '601016', '601019', '601022', '601033', '601061', '601098', '601108', '601126', '601128', '601137', '601139', '601156', '601158', '601168', '601179', '601187', '601198', '601216', '601222', '601231', '601233', '601236', '601311', '601330', '601456', '601512', '601528', '601555', '601567', '601577', '601595', '601598', '601611', '601636', '601665', '601666', '601677', '601696', '601702', '601717', '601799', '601811', '601858', '601865', '601869', '601880', '601882', '601908', '601928', '601952', '601958', '601965', '601966', '601990', '601991', '601997', '603005', '603008', '603025', '603027', '603043', '603056', '603063', '603077', '603083', '603099', '603108', '603127', '603128', '603129', '603160', '603179', '603197', '603198', '603218', '603225', '603228', '603229', '603233', '603236', '603267', '603279', '603281', '603283', '603290', '603298', '603300', '603305', '603317', '603327', '603338', '603341', '603345', '603348', '603355', '603383', '603393', '603444', '603456', '603496', '603505', '603529', '603556', '603565', '603568', '603583', '603588', '603596', '603599', '603605', '603606', '603612', '603613', '603619', '603650', '603658', '603659', '603678', '603688', '603690', '603699', '603707', '603708', '603712', '603713', '603728', '603730', '603733', '603737', '603786', '603806', '603816', '603833', '603866', '603868', '603871', '603876', '603883', '603885', '603888', '603893', '603899', '603915', '603919', '603920', '603927', '603939', '603979', '603989', '605009', '605090', '605111', '605123', '605168', '605222', '605333', '605589', '688002', '688005', '688006', '688016', '688017', '688019', '688029', '688032', '688037', '688050', '688082', '688083', '688099', '688100', '688106', '688116', '688120', '688122', '688123', '688127', '688131', '688139', '688166', '688187', '688188', '688200', '688208', '688213', '688248', '688249', '688268', '688276', '688278', '688281', '688289', '688295', '688301', '688318', '688333', '688348', '688349', '688375', '688385', '688388', '688390', '688408', '688439', '688469', '688472', '688484', '688516', '688526', '688538', '688556', '688559', '688568', '688575', '688578', '688596', '688608', '688617', '688630', '688631', '688639', '688676', '688690', '688696', '688700', '688728', '688777', '688778', '688779', '688800', '689009']"
47,上证180,zs,180,"['600000', '600009', '600010', '600011', '600015', '600016', '600018', '600019', '600023', '600025', '600026', '600027', '600028', '600030', '600031', '600036', '600039', '600048', '600050', '600066', '600085', '600089', '600104', '600111', '600150', '600160', '600176', '600183', '600188', '600196', '600233', '600236', '600276', '600309', '600346', '600350', '600362', '600372', '600377', '600406', '600415', '600418', '600426', '600436', '600438', '600482', '600489', '600519', '600547', '600570', '600584', '600585', '600600', '600660', '600674', '600690', '600741', '600760', '600795', '600803', '600809', '600845', '600875', '600886', '600887', '600893', '600900', '600905', '600919', '600926', '600938', '600941', '600958', '600989', '600999', '601006', '601009', '601012', '601018', '601021', '601058', '601059', '601066', '601077', '601088', '601100', '601111', '601117', '601127', '601136', '601138', '601166', '601169', '601186', '601211', '601225', '601229', '601238', '601288', '601298', '601318', '601319', '601328', '601336', '601360', '601377', '601390', '601398', '601600', '601601', '601607', '601618', '601628', '601633', '601658', '601668', '601669', '601688', '601689', '601698', '601699', '601728', '601766', '601788', '601800', '601808', '601816', '601818', '601825', '601838', '601857', '601868', '601872', '601877', '601878', '601881', '601888', '601898', '601899', '601901', '601916', '601919', '601939', '601985', '601988', '601989', '601995', '601998', '603019', '603195', '603259', '603260', '603288', '603296', '603369', '603392', '603501', '603799', '603986', '603993', '605117', '605499', '688008', '688009', '688012', '688036', '688041', '688047', '688072', '688111', '688126', '688169', '688223', '688256', '688271', '688303', '688396', '688506', '688599', '688981']"
48,上证中盘,zs,130,"['600000', '600009', '600010', '600011', '600015', '600016', '600018', '600019', '600023', '600025', '600026', '600027', '600039', '600066', '600085', '600089', '600104', '600111', '600160', '600176', '600183', '600188', '600196', '600233', '600236', '600346', '600350', '600362', '600372', '600377', '600415', '600418', '600426', '600436', '600438', '600482', '600489', '600547', '600570', '600584', '600585', '600600', '600660', '600674', '600741', '600795', '600803', '600845', '600875', '600886', '600893', '600905', '600919', '600926', '600938', '600958', '600989', '600999', '601006', '601009', '601018', '601021', '601058', '601059', '601066', '601077', '601100', '601111', '601117', '601136', '601138', '601169', '601186', '601229', '601238', '601298', '601319', '601336', '601360', '601377', '601390', '601607', '601618', '601633', '601669', '601688', '601689', '601698', '601699', '601788', '601800', '601808', '601818', '601825', '601838', '601868', '601872', '601877', '601878', '601881', '601898', '601901', '601916', '601939', '601989', '601995', '601998', '603019', '603195', '603260', '603288', '603296', '603369', '603392', '603799', '603986', '605117', '605499', '688009', '688036', '688047', '688072', '688126', '688169', '688223', '688271', '688303', '688396', '688506', '688599']"
49,上证红利,zs,50,"['600015', '600019', '600028', '600057', '600123', '600153', '600177', '600188', '600256', '600282', '600295', '600350', '600373', '600398', '600461', '600546', '600548', '600729', '600755', '600901', '600919', '600971', '600985', '600997', '601000', '601006', '601009', '601077', '601088', '601098', '601166', '601169', '601225', '601229', '601288', '601328', '601339', '601398', '601666', '601699', '601818', '601825', '601919', '601928', '601939', '601988', '601998', '603519', '603565', '603886']"
50,上证治理,zs,300,"['600004', '600007', '600011', '600012', '600018', '600019', '600023', '600026', '600027', '600028', '600031', '600033', '600036', '600048', '600050', '600054', '600061', '600062', '600066', '600098', '600101', '600104', '600109', '600116', '600118', '600126', '600132', '600150', '600160', '600161', '600170', '600171', '600183', '600188', '600196', '600210', '600219', '600261', '600276', '600282', '600284', '600285', '600295', '600299', '600305', '600309', '600325', '600329', '600350', '600377', '600406', '600409', '600435', '600483', '600486', '600489', '600495', '600497', '600508', '600519', '600522', '600527', '600528', '600535', '600547', '600549', '600566', '600582', '600583', '600585', '600598', '600600', '600616', '600637', '600642', '600660', '600675', '600685', '600688', '600690', '600718', '600724', '600729', '600741', '600750', '600761', '600814', '600826', '600845', '600848', '600865', '600875', '600886', '600887', '600894', '600895', '600900', '600916', '600929', '600938', '600941', '600968', '600977', '600987', '600995', '601000', '601006', '601007', '601018', '601019', '601088', '601098', '601100', '601116', '601126', '601128', '601158', '601163', '601166', '601168', '601186', '601188', '601222', '601225', '601236', '601288', '601298', '601318', '601328', '601336', '601369', '601377', '601390', '601398', '601566', '601568', '601588', '601598', '601601', '601616', '601618', '601628', '601668', '601669', '601728', '601766', '601800', '601801', '601816', '601825', '601857', '601858', '601880', '601882', '601888', '601898', '601899', '601919', '601928', '601939', '601952', '601958', '601965', '601966', '601985', '601988', '601990', '601991', '601996', '601998', '603000', '603006', '603013', '603016', '603027', '603040', '603041', '603048', '603053', '603057', '603087', '603096', '603116', '603136', '603155', '603156', '603195', '603199', '603203', '603218', '603237', '603288', '603332', '603337', '603345', '603365', '603444', '603456', '603489', '603500', '603508', '603511', '603515', '603516', '603519', '603551', '603566', '603587', '603630', '603648', '603656', '603658', '603682', '603696', '603697', '603706', '603727', '603757', '603758', '603767', '603786', '603868', '603888', '603899', '603917', '603928', '603948', '603949', '603960', '605018', '605089', '605155', '605162', '605169', '605183', '605255', '605305', '605336', '605337', '605378', '605499', '605580', '605599', '688001', '688003', '688008', '688009', '688013', '688016', '688018', '688028', '688032', '688056', '688057', '688058', '688065', '688083', '688088', '688099', '688112', '688122', '688146', '688150', '688163', '688169', '688179', '688187', '688188', '688198', '688206', '688232', '688255', '688267', '688273', '688293', '688310', '688312', '688325', '688335', '688337', '688355', '688370', '688375', '688378', '688381', '688486', '688498', '688510', '688543', '688551', '688566', '688578', '688623', '688657', '688681', '688722', '688739', '688772', '688787', '689009']"
51,上证超大,zs,20,"['600030', '600036', '600150', '600276', '600309', '600519', '600809', '600900', '601088', '601127', '601166', '601288', '601318', '601398', '601668', '601857', '601899', '688041', '688256', '688981']"
52,上证混改,zs,50,"['600011', '600018', '600027', '600028', '600029', '600050', '600072', '600096', '600104', '600115', '600125', '600150', '600161', '600171', '600176', '600185', '600248', '600258', '600406', '600416', '600418', '600420', '600456', '600483', '600511', '600519', '600552', '600559', '600585', '600606', '600639', '600651', '600685', '600704', '600729', '600737', '600787', '600795', '600827', '600859', '600886', '600893', '600963', '600995', '601111', '601333', '601611', '601669', '601857', '601958']"
53,上证创新,zs,100,"['600017', '600061', '600101', '600166', '600187', '600195', '600201', '600271', '600283', '600305', '600350', '600378', '600405', '600416', '600418', '600475', '600497', '600583', '600588', '600621', '600633', '600641', '600699', '600717', '600736', '600819', '600858', '600908', '600990', '600992', '601127', '601390', '601598', '601665', '601777', '601800', '601965', '603015', '603017', '603079', '603160', '603200', '603366', '603499', '603518', '603533', '603558', '603636', '603656', '603727', '603778', '603977', '605033', '605108', '688001', '688003', '688007', '688022', '688027', '688047', '688070', '688077', '688083', '688089', '688108', '688114', '688115', '688133', '688165', '688173', '688177', '688192', '688202', '688206', '688219', '688262', '688271', '688288', '688298', '688321', '688322', '688326', '688339', '688351', '688363', '688368', '688378', '688418', '688433', '688488', '688512', '688521', '688538', '688595', '688598', '688622', '688660', '688696', '688716', '688733']"
54,中小100,zs,100,"['002001', '002007', '002008', '002025', '002027', '002028', '002032', '002049', '002050', '002056', '002064', '002074', '002078', '002080', '002085', '002120', '002128', '002129', '002142', '002152', '002153', '002156', '002157', '002179', '002180', '002185', '002202', '002223', '002230', '002236', '002241', '002244', '002252', '002262', '002271', '002281', '002294', '002304', '002311', '002340', '002352', '002353', '002371', '002372', '002384', '002405', '002409', '002410', '002414', '002415', '002422', '002423', '002430', '002439', '002444', '002456', '002459', '002460', '002463', '002465', '002466', '002475', '002493', '002508', '002517', '002532', '002555', '002558', '002568', '002594', '002595', '002600', '002601', '002603', '002608', '002624', '002625', '002648', '002653', '002673', '002709', '002714', '002736', '002738', '002739', '002756', '002797', '002812', '002821', '002831', '002841', '002850', '002916', '002920', '002938', '002939', '002945', '002966', '003022', '003816']"
